Product Name,Product Description,Category,Energy,Saturates,Carbohydrate,Sugars,Salt
Walkers Max Punchy Paprika Sharing Crisps 150g,Punchy Paprika Flavour Ridged Potato Crisps,crisps,530,2.7,51.2,3.7,1.63
Pipers Lye Cross Cheddar & Onion Sharing Crisps 150g,Cheddar & Onion Flavour Potato Crisps,crisps,2227,3.5,56.1,1.5,1.55
Pipers Great Berwick Longhorn Beef Crisps 150g,Longhorn Beef Flavour Potato Crisps,crisps,2197,3,51.8,1.6,1
Walkers Max Strong Hot Chicken Wings Sharing Crisps 150g,Hot Chicken Wings Flavour Ridged Potato Crisps,crisps,532,2.7,51.1,3.2,1.35
Pipers Burrow Hill Cider Vinegar & Sea Salt Sharing Crisps 150g,Cider Vinegar & Sea Salt Flavour Potato Crisps,crisps,2184,3,57,2.7,2.13
McCoy's Thai Sweet Chicken Multipack Crisps 6 Pack,Thai Sweet Chicken Flavour Potato Crisps,crisps,525,2.4,54,3.2,1.3
Doritos Flamin' Hot Tangy Cheese Sharing Tortilla Chips Crisps 180g,Flamin' Hot Tangy Cheese Flavour Corn Chips,crisps,499,3,57.6,3.2,1.19
Pringles Sizzl'N Extra Hot Cheese & Chilli Crisps 180g,Cheese & Chilli Flavour Savoury Snack.,crisps,520,2.8,58,2.9,1.3
Pringles Sizzl'N Kickin' Sour Cream Sharing Crisps 180g,Sour Cream Flavour Savoury Snack.,crisps,525,2.9,57,2.8,1.6
Pipers Kirkby Malham Chorizo Sharing Crisps 150g,Chorizo Flavour Potato Crisps,crisps,2196,3.1,56.9,5.6,2
Walkers Cheese & Onion Crisps 45g,Cheese & Onion Flavour Potato Crisps,crisps,514,2.4,54,2.6,1.2
Tyrrells English Smoky Barbecue Sharing Crisps 150g,Smoky barbecue flavour potato crisps,crisps,2066,2.8,57.8,3.7,1.2
Pipers Atlas Mountains Wild Thyme & Rosemary Sharing Crisps 150g,Wild Thyme & Rosemary Flavour Potato Crisps,crisps,2121,1.8,56.2,2,1.4
Tyrrells Sea Salt & Black Pepper Sharing Crisps 150g,Sea Salt & Black Pepper Seasoned Potato Crisps.,crisps,2072,2.9,53.4,1.4,1.3
Doritos Stax Ultimate Cheese Sharing Snacks Crisps 170g,Ultimate Cheese Flavour Corn Chips,crisps,519,2.6,60,2.3,1.3
Walkers Salt & Vinegar Crisps 45g,Salt and Vinegar Flavour Potato Crisps,crisps,514,2.4,54,0.4,1.6
Pringles Sizzl'n Spicy Sweet Chilli Crisps 180g,Sweet Chilli Flavour Savoury Snack.,crisps,519,2.7,58,4.7,1.3
Doritos Stax Sour Cream & Onion Sharing Snacks Crisps 170g,Sour Cream & Onion Flavour Corn Chips,crisps,529,2.2,63,1.9,1.4
Walkers Prawn Cocktail Crisps 45g,Prawn Cocktail Flavour Potato Crisps (with sugar and sweetener),crisps,513,2.4,55,1.9,1.2
Pringles Sizzl'N Spicy Chorizo Flavour Sharing Crisps 180g,Spicy Chorizo Flavour Savoury Snack.,crisps,520,2.7,58,4,1.3
Doritos Flame Grilled Steak Sharing Tortilla Chips Crisps 180g,Flame Grilled Steak Flavour Corn Chips,crisps,491,3.1,59,5.5,1.57
Walkers Max KFC Kentucky Fried Chicken Sharing Crisps 140g,Crispy Chicken Flavour Ridged Potato Crisps,crisps,509,2.5,52.7,3.7,1.19
